"business_id","stars_y","sentiment_score","food","drink","price","service","ambience","name","is_open","stars_x","time"
"9SqhTgh-8y-pYVfJTA5itg",2.80952380952381,0.774921428571429,4,4,3,4,4,"Paradigm Restaurant & Bar",1,3,262.571428571429
"9St4eM436810TH4hE5sbSg",3.625,0.67215,4,4,4,3,4,"Old City Oyster Bar",1,3.5,9
"9STz5zKbRTTSPCCvpaY-tQ",4.16666666666667,0.792583333333333,4,4,3,4,5,"The Arts Garage",1,4,296.428571428571
"9THOqAjKxNGHYVqobMEVWA",3.47058823529412,0.878852941176471,4,5,3,4,5,"The Crocodile",1,3.5,59.7142857142857
"9VdeUmCrcr2sdHmCltg3tQ",3.36363636363636,0.62350303030303,4,4,3,4,4,"The Barrel Wine Bar",1,3.5,223.142857142857
"9vRQG7HfF-ftPTqZ_QJuUQ",4.07894736842105,0.830321052631579,5,5,4,4,4,"Banh Mi Bar & Bistro",1,4,240.565476190476
"9YmRTVldrOQCcg24kaE0Hw",3.57142857142857,0.802614285714286,4,4,4,4,4,"Paddy's Well",1,3.5,207.857142857143
"9z2z_y0JK1F2CC5MAPuzrg",3.2,0.78738,5,4,4,4,5,"Aneu Bistro and Wine Bar",1,3,312.714285714286
"9ZSWS__S3Ck1qHk51XbjPQ",1.8,0.0415,2,2,2,2,2,"Seven The Nightclub",1,2,92.5773809523809
"A9sMtVnx0mc6juPNExJJfg",3.53125,0.587490625,4,4,3,3,4,"The Handle Bar",1,3.5,555.005952380952
"aa8dyLuupbMRyexfCRiLIQ",3.03846153846154,0.623108791208791,4,4,3,4,4,"Sona Pub & Kitchen",1,3,217.428571428571
"aAmxfIA4VH7btp4lbr_P2A",3.71428571428571,0.650271428571429,4,4,4,4,4,"Lasaka",1,3.5,183.422619047619
"aca4m9TSqTxQsEQ2H0KSwA",3.64606741573034,0.670269101123596,4,4,4,4,4,"Pizzeria Nonna",1,3.5,272.571428571429
"AcvTfzjZ7Kw42HF5ew-Bpg",3.89655172413793,0.760448275862069,5,4,4,4,4,"Kiku",1,4,220.279761904762
"AdUcitpXQXZiJ3wA82RrlQ",4.1219512195122,0.885163414634146,5,5,4,4,5,"Madira Bar & Grill",1,4,212.708333333333
"aerbI0ICiEMIgeSUaLEpHw",4.13636363636364,0.84980303030303,5,4,4,4,5,"Tokyo Japanese Restaurant",1,4,659.422619047619
"afrFnCByYngiyoucCJ6QNg",3.6875,0.83034375,5,5,4,4,5,"Boyd's Cardinal Hollow Winery",1,3.5,184.85119047619
"AhhnXOh0skWXOVoQjD9FNA",3.85714285714286,0.726985714285714,4,4,2,3,4,"Club Heat",1,4,148.863095238095
"AHj-tPiPAjqis6A2dOqabA",1.83333333333333,0.0548166666666667,2,2,3,2,2,"Blondie's Bar and Grill",1,2,29.5654761904762
"aJet5OBtxIEbmLZwA4VphA",4.60240963855422,0.862769879518072,4,5,3,4,5,"Emmanuelle",1,4.5,153.857142857143
"aJV-u_8zf5vVIaHy7Hs8qw",4.26143790849673,0.870733986928105,5,5,4,4,5,"Chloe",1,4,798.708333333333
"Am_H8-XxtTfV34QmOuWcyQ",4.41666666666667,0.8666125,5,5,3,4,5,"Leotah's Place Coffeehouse",1,4.5,197.577380952381
"aMfVQdVbKJnZwdf-c1WNcQ",2.77906976744186,0.563211627906977,4,4,3,4,4,"Cosi",1,3,527
"amgCBbemSn2b1zUOoUbjHA",3.81451612903226,0.747670967741936,5,4,3,4,4,"Green Soul",1,4,255.714285714286
"amqruwbDGCcyu55p2pTjMA",2.83458646616541,0.628751127819549,4,4,3,4,4,"Flying Fish Crafthouse",1,3,62
"An7Ci_vupH18AjRBc_mlYA",4.03846153846154,0.813788461538462,5,5,3,4,5,"Skinner's Dry Goods Tavern",1,4,160.714285714286
"AqX_5srdyAS1tNiqC3mDvg",2.92727272727273,0.660776363636364,4,4,3,4,4,"Noche",1,3,405.14880952381
"arLEOxR9BG4pORv7oRUGfA",3.01333333333333,0.665048,4,4,3,3,4,"Lucy's Hat Shop",1,3,413.14880952381
"AVCsL26Asb5vsPnACWvkqg",4,0.721513333333333,4,4,4,4,4,"Parker Pub",1,4,466.720238095238
"aVmuaNh8Z8gKSkoP418H9w",3.5,0.837977777777778,5,5,4,4,5,"Cafe Apamate",1,3.5,169.708333333333
"Axb4x-c2nooyq5Rm4VUP7w",4.07361963190184,0.844339877300613,5,5,4,4,5,"The Grey Lodge Pub",1,4,661.005952380952
"aXr74YWu67vUtWsbmICbag",3.89273356401384,0.887649826989619,5,5,4,4,5,"Rose Tattoo Cafe",1,4,849.285714285714
"AzWwhJD-w91OJxpqUBnssA",3.70909090909091,0.720474545454545,4,4,3,4,4,"The Thirsty Soul",1,3.5,74.4345238095238
"b0YICdDCw8Ck6hJPc1Z5HQ",4.37549407114625,0.847663241106719,5,5,4,4,5,"Kanella South",1,4.5,139.714285714286
"B1lxejaxLL1lCG-syTBQPQ",2.8,0.65416,4,4,3,4,4,"Yello'bar",1,3,108.571428571429
"B8BLN0UaicCHZbBjfAqD9g",3.5,0.677766666666667,4,4,4,4,4,"Sun Ishi",1,3.5,28.5654761904762
"B92uCw3374cpuHZSACv0YA",3.05298013245033,0.692744370860927,4,4,3,4,4,"Kings Oak",1,3,171
"BAf7Wu2Xo8HioALaBLRIwA",3.38857142857143,0.891148571428571,5,5,4,4,5,"10 Arts Bistro",1,3.5,408.285714285714
"bAixeN8YtBXmdiHTCcii1A",3.6,0.8642,4,5,3,4,5,"Bob's Happy Hour",1,3.5,237.708333333333
"BduoUrPOCLmNFQr-geO4Ow",3.26086956521739,0.59004347826087,4,4,3,4,4,"Chili's",1,3,502.714285714286
"bfiO0n663Ej36svzuRuVtA",3.42241379310345,0.753253735632184,4,5,3,3,4,"Nodding Head Brewery & Restaurant",1,3.5,497.714285714286
"BfQ4W2cNB2ZSd7yaAhE_BA",4.28571428571429,0.820466836734694,5,5,4,4,5,"PHS Pop Up Garden",1,4.5,434.857142857143
"BIGwAJH7CIvwHu-9Rog9cw",2.96803652968037,0.614794520547945,4,4,3,4,4,"Gunners Run",1,3,409.434523809524
"BizQb-SEiGjln1UMkOBhrQ",2.55555555555556,0.484705555555556,4,4,3,3,4,"Stats on 17th",1,2.5,54.7142857142857
"Bk_1vsPtOtO0bojfQZQIOw",3.38095238095238,0.680171428571429,4,4,4,4,4,"Wasabi House",1,3.5,281.85119047619
"bK0j7YtVyN98UnM_8fUONg",2.47260273972603,0.517363356164384,4,4,3,4,4,"Tavern on Broad",1,2.5,528.720238095238
"Bk3jAsbl6cMLulBadU773A",3.27272727272727,0.462,4,4,3,4,4,"Yomitori",1,3.5,32.5654761904762
"BNNqq4Ut7tmnVAYiaEhMsw",3.34883720930233,0.741465891472868,4,4,4,4,4,"Barren Hill Tavern & Brewery",1,3.5,130.422619047619
"bNSBYd-wASjWZ3hZWb0sGQ",2.27027027027027,0.512089189189189,4,4,3,4,4,"The Juice Merchant",1,2.5,74.0059523809524
"BO7p6kWPWc9CC3KHukpJhg",3.90254237288136,0.882611440677966,5,5,4,4,5,"Le Bec Fin",1,4,458.428571428571
"bpbStpLUHAV7N3iXjfcvcw",3.86206896551724,0.785124137931034,4,4,4,4,4,"The Irish Pol",1,4,126.285714285714
"BPKeRHo65B8S-wG8riSL_A",3.36363636363636,0.8576,4,4,3,4,5,"Retro Fitness",1,3.5,214.142857142857
"BpPupjjD_32EEUBnMBFyWQ",3.00487804878049,0.494800487804878,4,4,3,4,4,"The Greene Turtle Sports Bar & Grille",1,3,235.571428571429
"Bq94p5SNIrInYCJiYwwyRg",3.7,0.55392,4,4,2,2,4,"JR's Bar",1,3.5,255.285714285714
"bqmX882_6AxVA_uHEQ70sQ",4.04255319148936,0.810951063829787,5,4,4,4,4,"Shanghai Station",1,4,85.7202380952381
"BqYv564gTb64rkArp018jQ",3.92307692307692,0.826561538461538,4,4,2,4,5,"Danger Danger Gallery",1,3.5,179.565476190476
"Br37ifeGL9K3Yt2skPiLjw",3.97115384615385,0.825148076923077,4,5,4,4,5,"Boot & Saddle",1,4,373.005952380952
"bRJB7RTl_pZvWdN0kuSj6Q",3.375,0.8666625,4,4,2,3,5,"Key West",1,3.5,499.279761904762
"BrYsblzvygkDG_--9suxbQ",3.74358974358974,0.666005128205128,4,4,2,3,4,"Medusa Lounge",1,3.5,637.428571428571
"BsnP3lXh-QaOSgAw2t-omA",2.99358974358974,0.656130769230769,4,4,3,4,4,"Kildare's Irish Pub - Manayunk",1,3,459.422619047619
"btKI0khzu_4GXch0Ip1i5Q",2.2,0.67634,4,4,3,4,4,"Sweet Lorraine's Cafe and Bar",1,2,107
"bUW3qAQr_nf-DTz4B85o7A",2.49029126213592,0.450326213592233,4,4,3,3,4,"Fox & Hound",1,2.5,747.857142857143
"bVLyH2WfOrK4UWlFXJzs9A",4.03571428571429,0.893060714285714,5,5,4,4,5,"Beast & Ale",1,4,45.1428571428571
"Bw0cpnfI-Y9QmjWzqS-oFg",3.83982683982684,0.794169264069264,5,4,4,4,4,"Izumi",1,4,550.136904761905
"BWITd9JUXP3gSi1z3Y-z8g",4.20849420849421,0.864485456885457,5,5,4,4,5,"In Riva",1,4,509.994047619048
"bwlSGCjYLNwzXVD9CB_8EA",3.8,0.852833333333333,5,5,4,3,5,"Hugs & Yogurt Cafe",1,4,100.428571428571
"bx0nZZkoTtYJUineqQicqQ",3.37837837837838,0.787867567567568,5,5,4,4,4,"SoWe Bar & Kitchen",1,3.5,95.8630952380952
"BXpLIJbMuWZ939foxtInTg",2.93269230769231,0.638531730769231,4,4,3,4,4,"Diego's Cantina And Tequila Bar",1,3,427
"ByMJ2-lGfs7_HivOoApW1w",2.9247311827957,0.417860215053763,4,4,3,3,4,"Cho Cho San Japanese & Chinese",1,3,417.714285714286
"byYUYIXVxS6IUXC42THYFw",3.16666666666667,0.818733333333333,5,4,4,4,4,"Asian Star",1,3,126.565476190476
"bZ1Q106Bmt6tR3Y3yiAADg",2.42105263157895,0.349038157894737,4,4,3,3,4,"Ajia Restaurant & Sushi Bar",1,2.5,327.136904761905
"BZPHemOX6zhWB7aAXZXc9g",4.04545454545455,0.822168181818182,5,5,3,4,5,"Crowded Castle Brewing Company",1,4,219.142857142857
"c-0PoHHcA6k7y4CxjGH1jw",2.85294117647059,0.67703137254902,4,4,3,3,4,"Tiki Philly",1,3,192.428571428571
"c1e2juwQjrfnMc6yQHJOkg",3.7,0.86559,4,4,4,4,5,"Tropical Cafe",1,3.5,247.285714285714
"c3x0Tg8MUfQMSJkd67J7ew",3.2,0.55364,4,4,2,3,4,"Club Ozz",1,3,247.720238095238
"c5IbgP-mYEcIErktwqLKlQ",4,0.9498,5,5,3,4,5,"Skewers Bar and Grill",1,4,30.8571428571429
"c8rjE6NcfeyzLB_aU1GdMA",3.56338028169014,0.741159154929578,4,4,4,4,4,"Sláinte Pub & Grill",1,3.5,556.720238095238
"C9Tz2xr7kozygfeGSb4GsA",3.79746835443038,0.819178481012658,5,5,4,4,4,"Koi",1,3.5,363.428571428571
"ca6Q-AHcdO6bYwU-sGsKjg",3,0.4744,4,4,2,2,4,"Luke's Bar",1,3,327.434523809524
"Cf9cdIHKEZXVPIysDAqQ7A",4.2,0.956,4,5,2,4,5,"Get Happy Pub",1,4,8.85119047619048
"CIKXmAMtVM7pU0rrBQ2cBA",4.5,0.816478,4,4,4,4,4,"Old Philly Ale House",1,4.5,505.434523809524
"cMSaJCOem8X9WGBnAIPrLA",4.15555555555556,0.804404444444444,5,5,4,4,4,"New Wave Cafe",1,4,777.428571428571
"cpLRN_Ze8BowhfSx5_urWQ",4.63291139240506,0.93096329113924,5,5,4,4,5,"Ardiente",1,4.5,83.4345238095238
"cRJIf2i9LX8X8DKDG2qjiQ",3.54545454545455,0.673867272727273,4,4,2,3,4,"Toasted Walnut",1,3.5,163
"CSKt0GtoPvkp7qNKG7N5sg",3,0.527982352941176,4,4,3,4,4,"Stephanie's Restaurant and Lounge Sports Bar",1,3,629.142857142857
"CU_P6jdPiYR4LWpDb761Eg",3.66666666666667,0.4097,4,4,2,4,4,"South Beach Olde City",1,3.5,81.2797619047619
"cvMWtPYhhVfgi4Pc6wFpNQ",2.875,0.772175,4,4,3,4,5,"Ten Six Club",1,3,22.422619047619
"cwn_MBPFUJtme68WURSgKA",3.13774104683196,0.707693112947658,4,4,4,4,4,"Bainbridge Street Barrel House",1,3,401.565476190476
"cxIgnNvpvNZeyZdp4gngsw",4.41803278688525,0.844754098360656,5,4,4,4,5,"Jason's Toridasu",1,4.5,267.142857142857
"CXLsufdtkXWXdSZWs2dpCQ",3.6,0.79424,4,4,2,3,4,"JD McGillicuddy's",1,3.5,159.14880952381
"D_KGxZF6BM0-37pIyCCoQA",2.76470588235294,0.657523529411765,4,4,3,4,4,"Taps and Bourbon on Terrace",1,3,28.8511904761905
"D1-3VGz7lq0I7ibvTvaUxw",2.97478991596639,0.705160504201681,4,4,3,4,4,"Tilted Kilt Pub & Eatery",1,3,272.285714285714
"D4AJVjAiJULF04BjN7bhiA",3.25862068965517,0.723715517241379,4,4,3,4,4,"Snackbar",1,3.5,231.577380952381
"D4DZztR7vkbiED6txGUYFg",3.25,0.626383333333333,4,4,3,4,4,"Red Kings 2 Restaurant",1,3.5,323
"D64SJopgUAeXY_l7tX8klg",3.83333333333333,0.891747619047619,5,5,3,4,5,"Flying Carpet Cafe & Bar",1,4,206.428571428571
"d8PEE7RgQyaiAQa_7FklvA",3.66666666666667,0.745552631578947,4,4,4,4,4,"Big Eyes Sushi",1,3.5,184.577380952381
"DA2CnBUO5uRlTVCwOKh5qw",3.6,0.60658,4,4,4,4,4,"Carmel Kitchen & Wine Bar",1,3.5,6.57142857142857
"DBSsY0WloqbYcPcDJWeKOw",3.21768707482993,0.596096598639456,4,4,3,4,4,"Miga Korean BBQ & Sushi",1,3,117.994047619048
"DCH4TdnevyrZ0BlTPzgMgA",4.85964912280702,0.897424561403509,5,5,4,4,5,"A&M Factory",1,5,81.1488095238095
"dcmaQZhv8eaKptO8B4hZKQ",3.55197132616487,0.756943727598566,4,4,4,4,4,"Falls Taproom",1,3.5,405.434523809524
"ddo5eBCGedsZ1JH_8ctgnA",3.33333333333333,0.754294444444444,4,4,4,4,4,"Bardolino Italian Steakhouse",1,3.5,25.8630952380952
"De9cMgsboKhZ8mDl_GK_xQ",2.70833333333333,0.577175,4,4,3,3,4,"23 East",1,2.5,385.857142857143
"dfP7vEVqcgFWmObIInwFzA",2.78947368421053,0.504273684210526,4,4,4,3,4,"King's Palace",1,3,375.857142857143
"dfROZ3-RWFfB2b-QMgorjg",3.57943925233645,0.816534579439252,5,4,4,4,4,"The Melting Pot - Warrington",1,3.5,445.422619047619
"DgDd0A3nI-mMi35jZIlyxg",2.85714285714286,0.430314285714286,4,4,2,3,4,"The Parish Pub",1,2.5,228.85119047619
"Dit0eR73D7TuOCykMphupA",2.33962264150943,0.309707547169811,3,3,2,3,3,"Doc Watsons Public House",1,2,77.1428571428571
"dKYcxnLN9YDfHdNVWUB7lQ",4.26415094339623,0.824147169811321,5,5,3,4,4,"Gangster Vegan Organics",1,4.5,149
"dLXkx82ZMsR5NLkCRtg0Dw",4.47727272727273,0.791820454545455,5,5,3,4,4,"La Bella Dolce Italia",1,4.5,186.422619047619
"dO4iyNK2KzLMe1kXLCskbw",3.74193548387097,0.808325806451613,5,4,4,4,5,"St. Declan's Well",1,3.5,86.8571428571429
"dQZlvOEVNke30MY5iTiy1g",4.03174603174603,0.852502380952381,5,5,4,4,5,"Davios",1,4,776
"dSPA4yql9vUwnYRxHiVtHA",3.57674418604651,0.765887441860465,4,4,4,4,4,"Makiman Sushi",1,3.5,341.708333333333
"dUzR2vZ6nhuGdrDV2Dsr_g",2.82352941176471,0.392982352941176,4,4,3,3,4,"2nd State Lounge",1,3,49.5714285714286
"dv4tx5H0-aPiIXSM2hJNhA",3.6,0.3688,4,3,2,3,4,"Hooters",1,3.5,14.7083333333333
"DvjHIAvc9aeL6-MmMiQ28Q",3.5,0.725988095238095,4,4,4,4,4,"Samurai Japanese Steakhouse",1,3.5,387.136904761905
"DYnmd_2TIyJDDm6lO2zlTg",2.13636363636364,0.181274242424242,3,3,3,3,3,"Chili's",1,2,453.142857142857
"dyxmsYBWphFgSSJMRQdugg",3.3015873015873,0.61634126984127,4,4,4,4,4,"Eagle Tavern",1,3.5,504.428571428571
"dyxO905efg4xDODf-FCzZA",2.76712328767123,0.574849315068493,4,4,3,3,4,"Katie O'Donnell's",1,3,393.14880952381
"DZaHxnUe4QZRqY16g_2-fw",2.58333333333333,0.47855,4,4,4,4,4,"Catalyst Cleanse",1,2.5,101.714285714286
"dzVk3EolCbAZKaTmVYosGw",3.6865671641791,0.833850248756219,5,5,4,4,4,"Ruth's Chris Steak House",1,3.5,618.577380952381
"e-4XTNeu31kowN1HRbJ_Gw",4.14285714285714,0.803014935064935,5,4,4,4,4,"Sushi Nami",1,4,391.565476190476
"E_h2yNoagLK-3ODYwMPErw",4.44754316069057,0.874026958831341,5,5,4,4,5,"V Street",1,4.5,314
"E0bgP5QlT7sUEcKcX8SXCw",2.93939393939394,0.680033333333333,4,4,3,4,4,"The Deck At Harbor Pointe",1,3,353.863095238095
"e4iAF4nM2I5CUulBm4OrSQ",2.94117647058824,0.682149019607843,4,4,4,4,4,"Bernie's Restaurant & Bar - University City",1,3,105.714285714286
"e57HVMhbHJ37nQ363YAaYw",3.08108108108108,0.512605405405405,4,4,3,3,4,"Roosevelt Pub",1,3,307.714285714286
"E60KIzFHO_lzWQwN6rIv7g",3.25,0.654125,4,4,3,4,4,"Starlight Ballroom Dance Club",1,3.5,373.136904761905
"e7PUSXlcOfel8c7sPIA28w",2.15384615384615,0.378876923076923,4,4,3,3,4,"Sheffield Tavern",1,2,239.279761904762
"E8y44bY1Lg5PoV6GUhnt9g",2.66666666666667,0.371416666666667,4,4,4,3,4,"Sandman's Hookah Lounge",1,2.5,68.9940476190476
"EcIutPxzAKh4dBPh_vsgrA",4.28571428571429,0.717514285714286,4,4,4,4,4,"Philadelphia Juice Bar",1,4.5,134.291666666667
"EcjHDndSeQuebMMJhCGC5g",3.43307086614173,0.74254094488189,5,4,4,4,4,"Yangming",1,3.5,740.422619047619
"eCXIrjfQ3otJXy38prOXew",2.8,0.81927,4,4,4,4,4,"Osteria Calabria",1,3,28.1369047619048
"edglJsudUEULkxm-rLtQbg",3.61434977578475,0.79082197309417,5,5,4,4,4,"Brigantessa",1,3.5,255.285714285714
"EDlpWOTj-lCTuPLwhOsxdg",3.68421052631579,0.615010526315789,4,4,4,4,4,"Sahara Hookah Lounge",1,3.5,172.279761904762
"Ee8FPJNn4WHLsBhyFrQJhA",3.14556962025316,0.57145,4,4,3,3,4,"Irish Pub",1,3,624.714285714286
"EFuFLTpdP2RXOL78dZNJig",2.75,0.7823625,5,4,4,4,4,"Yoshi Sushi & Yogurt",1,2.5,518.285714285714
"eJDUZMLSwYT8QRKbZVTZKg",3.44859813084112,0.761660747663551,5,4,3,4,4,"Bop",1,3.5,66.8571428571429
"elefZTz-ufvpB1r-qOjeSQ",3.38666666666667,0.845804444444444,5,5,4,4,5,"The Wishing Well",1,3.5,278.571428571429
"ELZjb4effPxfDfdXqE_sKw",3.57692307692308,0.696524038461539,4,4,3,4,4,"The Raven",1,3.5,740.428571428571
"EMoU8F2O4hTDNjXk05TWqA",4.75,0.9527,5,5,2,4,5,"New Leaf Club",1,5,145.434523809524
"EmTlcS9DVL69iDPciczR2w",4.24444444444444,0.863886666666667,4,5,4,4,5,"Bubble Time",1,4,76.4285714285714
"eO8XNUZBVA6XLEONqipFqw",4.25,0.734916666666667,4,4,3,4,4,"Beer Garden at the Oval",1,4,105.142857142857
"eojelOoSqXc8fPUosS_wZg",3.2,0.7132,4,4,4,4,4,"Raindrop Cafe",1,3,171.285714285714
"eop5Fxkbt1GbNJa2hPCh-Q",4.075,0.746485,4,4,4,4,4,"Lions Head Bar & Grill",1,4,154.714285714286
"eQHk2EMRtkYZR6DH-xGQhA",3.45901639344262,0.77444262295082,4,4,4,4,4,"The Ugly American",1,3.5,388.565476190476
"ERxPNXQkT86FgGGPJiTJdQ",3.68,0.773784,5,5,4,4,4,"Local Table Market Fresh Café",1,3.5,77.5773809523809
"espY4ofSQAj7PX_er0D_TQ",3.89583333333333,0.498454166666667,4,4,2,3,4,"Dolphin Tavern",1,4,322.428571428571
"EWxaiPRezYSJ5BP_jmhb8g",3.33333333333333,0.735708070175439,4,4,4,4,4,"Rock Bottom",1,3.5,597.14880952381
"EzQpL3jNNGlUzeR6n3uevg",3.65178571428571,0.764855357142857,5,4,3,4,4,"Rembrandt's Restaurant & Pub",1,3.5,618.714285714286
"ezxOH2LYjWqW9DF-mnbCEg",3.25,0.3650625,4,4,2,3,4,"Chadds Ford Tavern",1,3.5,198
"f-XoS1T_myjTKwE11eq9sg",3.68,0.907052,5,5,4,4,5,"Le Cochon Noir",1,4,94.4285714285714
"F00qGEKYhqD43At669lcjw",3.46428571428571,0.598921428571429,4,4,3,3,4,"La Stanza",1,3.5,237.434523809524
"f0LTTims8Om7FT4l75haxg",4.42857142857143,0.747942857142857,4,4,3,3,4,"Ministry of Information",1,4.5,148
"f0XZp362ME6yHqHLIG44Vw",3.83333333333333,0.829066666666667,4,5,3,3,5,"Connolly Pub & Grill",1,4,142.708333333333
"f3ynsk2E5YvtFqxCTi1Djw",3.77777777777778,0.741655555555556,4,4,2,4,5,"Red Lounge",1,4,102.714285714286
"F6X6CKxuWKLn89Y5nV_6Bw",2.33333333333333,0.614083333333333,4,4,3,4,4,"Bull Shooters",1,2.5,96.4285714285714
"f95xQ1FHrmzsVLpR6wVa3w",2.08333333333333,0.632716666666667,4,4,4,4,4,"43 Cricket",1,2,66.1428571428571
"f9BBeg10V5pYr4M2-vi1Hw",2.93233082706767,0.650293233082707,4,4,3,4,4,"Davinci's",1,3,666.428571428571
"F9JR5U5E56nUJgB8umFl9Q",3.75,0.48,4,4,3,3,4,"The Old Mansion House",1,3.5,566.428571428571
"fAKJLkzh71-K8ra82xZJWw",4.19718309859155,0.871252112676056,5,5,4,4,5,"Liberty Bar & Grill",1,4,575.714285714286
"fDDFEsklQau88Ki0lA5LHg",2.85106382978723,0.565646808510638,4,4,2,3,4,"Shampoo Nightclub",1,3,500.434523809524
"fdfMYT67xUYY2IqCEnIS2A",4.04878048780488,0.894057317073171,5,5,3,4,5,"Chicks Cafe & Wine Bar Inc",1,4,318.285714285714
"FeLo2fu_ZWue14wt6D9XQw",4.33333333333333,0.689666666666667,4,4,2,3,4,"Blue Suede Saloon",1,4.5,362.571428571429
"ffG3NisSX1FN3GuG3T1EGQ",4.42857142857143,0.838281632653061,5,5,4,4,4,"Jason's Cozyday",1,4.5,127.994047619048
"fFY5pda8iTCUQmEfhyMa5w",2.94949494949495,0.718616161616162,4,4,3,4,4,"Swanky Bubbles",1,3,846.571428571429
"fgfpRmXyM6iKaiX8mfA-5g",4.24489795918367,0.892854081632653,5,5,4,4,5,"Tria Cafe Fitler Square",1,4.5,124
"FGu7K0mI91Q0yW3orPY99Q",3.84459459459459,0.782150675675676,5,4,4,4,4,"Palace at the Ben",1,4,354.857142857143
"fivoAD6x6jXJRiEZwhpcEQ",3.97594936708861,0.861253164556962,5,5,4,4,5,"Amis Trattoria",1,4,492.279761904762
"fIxzyxcJZ2-04TZ68DkXtA",2.84259259259259,0.485980555555556,4,4,3,4,4,"Sushi House",1,3,221.005952380952
"fjPsBdE-5ORzbEZ5pnloRA",2.66666666666667,0.653893333333333,4,4,3,4,4,"Patou Restaurant",1,2.5,124.720238095238
"FkBGdMJgPFqxQ_h8vP5FUA",4.5,0.68197,4,4,2,3,4,"Pi Lam",1,4.5,298.142857142857
"fneeyCOYV5-oVeQP0TACog",4.46290801186944,0.888874480712166,5,5,4,4,5,"Destination Dogs",1,4.5,211.428571428571
"FOcoGDkurFVRbXDnRNXFLg",2.28571428571429,0.496357142857143,4,4,3,3,4,"A Taste of Key West",1,2.5,199.857142857143
"Fp2Dk2__WHq7SK1Ah6oo0Q",3.95121951219512,0.832421951219512,5,5,4,4,5,"Doc Bakers Farmulations",1,4,192.708333333333
"FrFK24JWjyc3nhR9mcSoqQ",4.55555555555556,0.874977777777778,5,5,4,4,5,"The Original Coffee Bar",1,4.5,274
"FrqRU6Hd7ej8z9XsX9kWPw",3.17307692307692,0.672294230769231,4,4,4,4,4,"The Pub by Wegmans",1,3,404
"FsVo3IKsjTC-2vhuSlvz2w",3.1,0.69373,4,4,3,3,4,"Q Lounge",1,3,100
"Ft5fpvevlnMJbugX_w2YsQ",2.66666666666667,0.590766666666667,4,4,3,3,4,"Grey Social",1,2.5,107.714285714286
"FTD2hJ53c0NbfKFvVQxAhw",4.09774436090226,0.876633082706767,5,5,4,4,5,"Agiato",1,4,175.279761904762
"fTUf4xPMRNKfvLrhY6f3wQ",3.66666666666667,0.4929,4,4,3,3,4,"Potbelly Sandwich Shop",1,3.5,87.4285714285714
"fYC2jJAcOsikNoKrYTPv1Q",2.7,0.57356,4,4,4,4,4,"Fuel",1,2.5,61.2857142857143
"fZ-VmEkeeY5_zHLuN9xHiw",3.80555555555556,0.637736111111111,4,4,4,3,4,"A CREPE",1,3.5,151.571428571429
"FZrQLVszkmT72d6CN0PpSg",2.95833333333333,0.537408333333333,3,4,2,3,4,"RP McMurphy's Sports Bar & Grille",1,3,587.434523809524
"G-pgJnU0_Dq60Y9PI2o-MQ",2.58,0.460332,4,4,3,4,4,"Hooters",1,2.5,657.85119047619
"g4cJA7iabhQywVCDytdUJw",4.46666666666667,0.82914,5,5,3,4,4,"Green Soul",1,4.5,161.142857142857
"G5ovf32QlclDiBbOD7sx-g",4,0.700605555555556,4,4,3,4,4,"Laff House",1,4,306.14880952381
"g6vwuA7KlRwIolWgDiA7_g",3,0.9056,5,5,4,4,5,"Jollies West",1,3,151.857142857143
"g98tykpqZncqWbaYHux5Nw",3.63333333333333,0.848536666666667,5,5,4,4,4,"Whirled Peace",1,3.5,270.428571428571
"Gbc2Y3Tid9Ax7ogOxWBrkQ",4,0.79754,5,5,4,4,4,"Peanut Gallery Tavern",1,3.5,251.571428571429
"gDQxNJCOsHbRTdSWu1w2mA",3.33333333333333,0.824377777777778,4,5,2,3,5,"Kildare's",1,3.5,112.279761904762
"GdqZaRx-gN8IxrmqYTXcbA",4.3768115942029,0.785773913043478,5,4,4,4,4,"Terron",1,4.5,90.7083333333333
"GDuKNXRe4xUh7gF9ld2yuw",3.81818181818182,0.686963636363636,4,4,3,4,4,"Prospectville Publik House",1,4,12.7142857142857
"geEGL5YODdRIoIYfFcxVPA",3.9365671641791,0.796594776119403,5,5,4,4,5,"Bridgid's",1,4,664.14880952381
"GFjnHspO2H3te_FESRiVIw",3,0.686583333333333,4,4,4,4,4,"Topkats Pub & Grille",1,3,156.571428571429
"gG_1AN235A58hOU-gimZkw",3,0.741983333333333,4,4,4,4,4,"Dough Nation Pizza",1,3,54.8571428571429
"ggX5HgWTcHBkMU37EgJLig",3.91549295774648,0.718804225352113,4,4,3,3,4,"Tony Luke's Beef and Beer Sports Bar",1,4,278.577380952381
"GHcEISzo5dSTYnE8jLEcMA",3.03296703296703,0.628287912087912,4,4,3,4,4,"BRAVO! Cucina Italiana",1,3,277.85119047619
"gIdsoqeal31OEuBXhAaPPw",3.83333333333333,0.97125,5,5,2,4,5,"Cornerstone Inn",1,3.5,37.4345238095238
"gipVUkbdjSkWopuJjQJbgw",4,0.792586842105263,5,4,4,4,5,"The Office Bar & Grille",1,4,576.428571428571
"gjI_m3qa5WkYzKKXapYETw",3.69230769230769,0.734125641025641,5,4,3,4,4,"Ming Village Asian Cuisine & Sushi Bar",1,3.5,219.85119047619
